309254625334097, 251732589486275, 442061964691135 @ -42, -22, -45
494902262649699, 448845738683125, 408766676225787 @ -345, -319, -201
281199817421623, 235413393248399, 236652333766125 @ 89, 152, -70
301725235583856, 281811429520812, 223751997566278 @ 22, 5, -17
254983415392239, 199364389205711, 220745292162981 @ 124, 195, 41
319770528385008, 160775078149393, 405878413934991 @ -52, 88, -34
213187568727062, 140359674811906, 348661762338130 @ 48, 79, 75
303019983748014, 237848886006558, 32933301083998 @ 70, 273, 705
317994280389969, 344752935430692, 216547286161837 @ 25, -307, -380
331109811422259, 119473803691477, 454356162362757 @ -65, 100, -28
315915978895640, 89108306713541, 120716339860602 @ -48, 164, 293
247846140486795, 360969864430419, 203660836188161 @ 76, -168, 151
340216189653487, 287940423843143, 173642108326069 @ -112, 41, 9
316371247012239, 296133619065496, 181455564576561 @ 67, 61, -272
242226592755463, 300231875585253, 180681681224883 @ 101, -63, 179
222906148763347, 323702037109251, 85127775828649 @ 129, -106, 355
292851259600379, 274288468518411, 150407696069441 @ 65, 44, 186
247912444513473, 326057703855393, 270919125599551 @ 52, -105, 81
307062198907749, 266573643474316, 120722749636938 @ 105, 239, 277
339390319644915, 387838308068515, 260490485275737 @ -119, -577, -633
307619047859327, 222767252750455, 177083775486095 @ 81, 472, -71
289693553125259, 303435443514951, 70654875805313 @ 185, -31, 582
259201165382195, 174406726631747, 31933933328057 @ 239, 498, 660
308494794117678, 174064939067795, 222734229484956 @ 16, 410, -79
267992351732864, 272448869478793, 309615129413127 @ 20, -32, 38
306790638798534, 263074874888599, 155972984590092 @ 110, 270, 23
425548013914880, 360604330484465, 298529391303688 @ -234, -172, -27
285790007397531, 201469069299291, 415723984086961 @ -14, 39, -39
265825093116041, 217266620650135, 410051855828948 @ 9, 22, -35
313611320557059, 122163439726915, 336416241294777 @ -40, 186, -16
340890657056834, 148398915342641, 344270287366381 @ -88, 300, -236
351740922309583, 389689434962459, 195177489919249 @ -111, -258, 124
394658804942547, 221857310837380, 350386082855634 @ -161, 51, -55
302288984344839, 300039868967071, 187096302444861 @ 41, -40, 42
334365717291803, 481040149089193, 332924862686985 @ -69, -293, 32
185510445176247, 110259376252594, 308985063816441 @ 179, 253, -24
404180358619365, 436565838977581, 341604134840520 @ -283, -456, -371
317891553840583, 167146186941855, 205897610987045 @ -31, 288, 70
340119630076557, 169677038822137, 408279947660538 @ -79, 136, -155
306334747918299, 277154072477491, 260049278596566 @ -9, -6, -25
153897072552845, 94559668987649, 322692264876360 @ 161, 192, 35
286321869992609, 499760615516228, 163718775555324 @ -15, -295, 245
317579641942083, 289620899832215, 180424190122337 @ 7, 36, -36
359339175031047, 260793187057513, 401112860374094 @ -101, -20, -65
352136974354188, 231624302390140, 194497485958641 @ -164, 295, -64
146452947646771, 320536980792115, 285824244785385 @ 143, -95, 107
314516053744183, 302945014492865, 177325130820993 @ 113, 17, -340
317593671098979, 295169125638931, 177097201079481 @ 54, 67, -224
436675027662465, 238366057576903, 359598723270165 @ -176, -8, 42
441350673372821, 371197331131723, 488943985209563 @ -268, -194, -387
303368114066359, 275726222031551, 325341213720261 @ -10, -13, -115
276976719937203, 477201840274003, 448472487903777 @ 31, -378, -290
285018088297029, 247677187793671, 345648522829081 @ 16, 28, -104
305226632596083, 286663841514115, 142839788338833 @ 7, -14, 227
349263452366232, 350871373444234, 551033029664437 @ -92, -143, -348
308191130907855, 248884018911391, 291198439183689 @ -38, -11, 92
262280428036051, 516838488050419, 136340762367881 @ 29, -365, 271
310378612723573, 304955313774575, 184608502104129 @ 6, -60, 68
345882848865110, 308943840476181, 281619441127675 @ -106, -76, -158
60742021140131, 143128242663503, 151392140331889 @ 243, 107, 258
254027855204853, 207935794045240, 319392022150713 @ 33, 47, 40
278684129575666, 346737682414156, 149531927631793 @ 188, -251, 144
253894103714731, 376753559901442, 187277421882636 @ 119, -239, 131
160701322459417, 192555244088349, 376168644376889 @ 104, 33, 40
314200070932634, 363952631428751, 483285469872981 @ -40, -162, -244
246282034237780, 481424338221318, 262787062052247 @ 44, -303, 110
335325241152231, 283273202771041, 168698295570263 @ -119, 289, -353
408678916349637, 368342341428405, 458930878530558 @ -179, -168, -205
305089280420769, 248363043869949, 337474886742980 @ -35, -12, 43
306256095478163, 273713089177641, 370455627854306 @ -33, -36, -29
305768404098944, 190744772237906, 131114511334921 @ -34, 63, 280
255484323642734, 88404008367241, 249240740842281 @ 18, 160, 152
320515872715834, 197284967214387, 184988767921687 @ -40, 186, 138
314001858318544, 204727129849436, 254500840752296 @ -22, 185, -47
255671595970701, 300379566235201, 203207254032711 @ 121, -56, 86
346976388015819, 162343428587923, 383535790295985 @ -95, 198, -206
221208084129595, 110369314471711, 303623841196957 @ 41, 109, 117
366167136296868, 309789702653524, 513119309558124 @ -154, -79, -707
190292262595425, 273232476251581, 294593118750015 @ 132, -31, 49
151642267032006, 274531727686198, 270096245913453 @ 138, -43, 124
314707634220907, 474568526841451, 197245589586537 @ -24, -491, 98
198719792867635, 286689594841341, 379712221346455 @ 63, -61, 43
332670074303373, 314330177918707, 155629980908685 @ -86, -110, -210
359558840675331, 381891529144654, 487872455587017 @ -113, -203, -328
210498053010529, 107558795743531, 291446830953431 @ 168, 310, -39
382128512977557, 186733911650527, 281493051153861 @ -168, 168, -34
322159033812407, 296343026391421, 165258143376645 @ -7, 19, -10
334734029842019, 283009640219247, 150471830153933 @ -85, 77, 117
380806802254275, 432648081517663, 319929100552146 @ -209, -434, -289
344398182649572, 246105164203726, 153289937736891 @ -114, 159, 166
346176568152063, 259233881142523, 322015781792889 @ -91, 6, -56
423812168068541, 479599490438921, 288381537763853 @ -262, -441, -66
334413104017361, 277728530824351, 140801010749811 @ -102, 304, 41
377217370232019, 374298215174791, 383976887717661 @ -121, -161, -27
179270862268999, 7343102444291, 63861379870541 @ 134, 314, 367
324718141355619, 345783704686819, 167606027591689 @ 25, -554, -402
260703305052767, 423068861734261, 429952272120063 @ 21, -221, -85
289952542844331, 304544218116805, 36482709781557 @ 43, -65, 510
358851618550404, 299937108009316, 245647388086548 @ -120, -61, 43
240758999852739, 292931383617961, 175693158996051 @ 87, -53, 199
314129317263569, 253215176044633, 144804324911957 @ 20, 211, 162
308118615848770, 342682890235422, 136263154656142 @ 186, -415, 97
300350157067281, 242714291534395, 153367110704826 @ 157, 418, 41
165440011046409, 409025315853286, 342176569923231 @ 105, -185, 66
340202577994909, 255080735601143, 349355056905297 @ -90, 72, -340
457380402293359, 291647060471971, 307005545773141 @ -210, -62, 79
248597715644736, 350131063966702, 102915057746226 @ 126, -173, 331
239858717632260, 142949027841707, 239703200350413 @ 34, 98, 164
230837694628559, 188824166554516, 338795461463856 @ 59, 67, 23
286663051350053, 256564459944001, 281572009303213 @ 66, 79, -186
298578638187379, 208798954347971, 393231216446201 @ -28, 32, -17
278734884009741, 287777650336537, 120304025221089 @ 212, 45, 284
560759727355179, 383426624023291, 528191715276041 @ -308, -161, -138
320529320677184, 366295913325272, 433756919130119 @ -40, -213, -450
289060895694534, 263416181963686, 299066723009076 @ 30, 25, -113
361058279719188, 237840401621578, 509010683393253 @ -156, 141, -892
218297796657334, 367428541036741, 28395258159546 @ 120, -176, 443
315648501539299, 232942168105051, 171209445097261 @ 83, 676, -213
286924713076609, 275632887545191, 257302030842231 @ 14, -20, 47
295440911784615, 316989300881243, 130577985059769 @ 208, -120, 200
327089829676864, 307942313977384, 124540136666902 @ -10, -23, 207
298302905462248, 247670442262067, 203554200945649 @ 24, 90, 64
288666753034839, 345558287974951, 261712687764125 @ 70, -191, -161
311467203990959, 254404902343643, 229605085506865 @ -15, 62, 12
155258476428174, 199675000669669, 269349014710596 @ 150, 52, 111
329419244924439, 321563374995331, 154382255000211 @ -59, -118, 167
267716721929613, 318657197640787, 161060907121407 @ 184, -110, 127
104931410609329, 351066485980921, 197049363790681 @ 164, -125, 216
237754683140019, 314961377106211, 352227681591321 @ 51, -89, 5
151572436243279, 124659069571591, 186032619384801 @ 236, 229, 182
225563485840935, 299270752971571, 250797748984281 @ 94, -66, 96
331601484578045, 313530366651863, 361904960566937 @ -66, -88, -200
409741405901659, 421603905145891, 317182430159481 @ -264, -362, -208
276840509255674, 309586876585750, 405169019487558 @ -10, -83, 5
196345197225345, 176645152015133, 307956514713829 @ 172, 153, -38
241466822261253, 319007776315859, 233521088360359 @ 46, -94, 153
280840881600224, 43502043827991, 154851756293501 @ 6, 294, 244
312771100785534, 159458653285891, 333315591467331 @ -42, 106, 26
313701051518187, 326731935817683, 343059416279345 @ -38, -108, -53
297211721073709, 309349087288541, 272815035001781 @ -12, -81, 54
331109811422259, 276772237632991, 427165889972981 @ -65, -47, -41
360272027433165, 129620392635517, 358402431508185 @ -98, 121, 24
333187079263887, 225895276089523, 397575976270449 @ -72, 206, -646
274893072828936, 338830170851455, 375755967809328 @ 12, -122, -57
259197371207451, 220796665583467, 398245618203057 @ 22, 25, -43
244978856767170, 238296197361766, 429888531806886 @ 22, -11, -19
328702050039133, 281683897156585, 79729780565531 @ -54, 55, 471
264287680881303, 254173664925203, 332326735307733 @ 22, -10, 17
375540160264491, 344345211178359, 290529370802217 @ -167, -159, -100
372507648979584, 213744181370142, 305153301056190 @ -140, 93, -43
321398764463854, 349150197337356, 192735436515581 @ -52, -135, 196
295316682186993, 252279956585185, 178608063233685 @ 52, 111, 98
438575138744741, 433375911682149, 356908782143427 @ -258, -303, -133
214091437385955, 275808693607963, 233239210976233 @ 193, -5, 42
212854383674047, 178256958321135, 401647668964403 @ 53, 48, 13
340169600497079, 386672567316091, 208797689483005 @ -120, -536, -255
474836419586715, 288592585646215, 485683572993117 @ -203, -63, -57
172039988490944, 242389587519056, 313920184758351 @ 164, 15, 14
349908009724554, 221062455269122, 189468228845802 @ -110, 133, 125
316838796687364, 340401290063821, 19857371518466 @ 18, -248, 867
312482121170809, 296686872640485, 184988316258007 @ 110, 63, -333
322981780218474, 224764283339413, 263255899471373 @ -50, 76, 28
288024022663911, 216629847747302, 239598550722420 @ 19, 101, 59
336030999715839, 301379708443321, 175385846564571 @ -91, -27, -7
294635736360411, 290763892178354, 320668825640681 @ 7, -43, -104
292686617024559, 480511270135951, 193234755761151 @ 5, -392, 159
330027090804942, 276456333096391, 184081032953418 @ -62, 14, 113
219423167133053, 329256045863873, 109680562535290 @ 189, -124, 315
333921017443755, 117636736183235, 510666849632689 @ -68, 122, -123
266920589871819, 442453778239991, 428282979457541 @ 19, -256, -110
323871453191539, 273609645030211, 218872893407801 @ -36, 70, -108
303914238968309, 299776925448871, 245499540972551 @ 50, -32, -243
295695332884638, 265773180762301, 200891591120949 @ -12, -16, 172
134085783852771, 64538704934839, 309874260035793 @ 163, 201, 74
308317170111142, 339751140614850, 331256558530111 @ -34, -123, 6
327788034308289, 531784309862311, 108069743955171 @ -60, -416, 311
267313938944679, 132911274153421, 447087470181441 @ 49, 235, -292
321791085157473, 335108147086615, 330894401555877 @ -46, -132, -138
236709822816825, 273059443407299, 144257294354146 @ 241, 42, 211
208230976028139, 195129466519243, 333755697433425 @ 70, 43, 59
322750816117371, 323344055942438, 192221158627962 @ -41, -117, 83
285550542328795, 250716583713447, 322238227841000 @ -9, -10, 45
353746363688069, 253691984449185, 163308179828701 @ -135, 96, 156
316754032755638, 281198687333588, 217353625664112 @ -16, 21, -43
323333169622647, 397514032595311, 444942054651141 @ -38, -381, -839
336153049218335, 282450278654031, 198238824763709 @ -96, 99, -197
334400908754214, 305056936757221, 143455965033561 @ -94, -20, 72
373736064771834, 477492087649516, 228616225290906 @ -134, -353, 117
289923741048972, 238516362200965, 269745790216404 @ 14, 56, 5
281274010597659, 229961978973811, 318802158619041 @ 5, 30, 14
386557327812789, 240465249032602, 412915048828536 @ -175, 57, -289
314197323454211, 296349144539907, 194022169125353 @ 6, -18, -23
324997731121467, 206094955101497, 109376294870959 @ -41, 332, 330
301463759049322, 275200694623734, 241239448795001 @ 12, 11, -24
371159067815691, 311636809967713, 493041748799217 @ -109, -85, -116
340643101775853, 268512298230833, 198160110888002 @ -107, 108, -57
365866579524393, 251054276774977, 225870176331907 @ -143, 52, 54
136828200261363, 44253366832387, 80484847929849 @ 292, 407, 365
345254522552865, 218585724972694, 559552129873854 @ -79, 7, -141
359521348078615, 228047191491646, 294627471238742 @ -181, 259, -425
378280011143387, 239111595774444, 317972399115044 @ -153, 51, -77
312523675409898, 276938068167076, 172056461276934 @ 42, 119, -15
344964095245093, 367964155631627, 309330763466212 @ -91, -190, -63
192877896972868, 401609193408355, 434391335882600 @ 84, -182, -45
295864660368200, 304829104051081, 212193654025443 @ 72, -56, -70
289455677409723, 139396502484259, 326305745359761 @ -14, 126, 41
308739522799233, 97503600673783, 457197515710701 @ -34, 212, -174
289024523573151, 280338891884341, 249873681110103 @ 33, -11, -11
466638355723921, 425021740095794, 524620708202067 @ -259, -247, -286
406992129599346, 489605762753494, 511498947326421 @ -146, -275, -124
219429111637891, 230934201267099, 300053138887950 @ 143, 66, -43
165202579340993, 295858127172353, 306521398134969 @ 104, -69, 104
306745789266923, 273436353196199, 287942071906661 @ -27, -25, 31
310641398994579, 340033174171747, 216283454949945 @ 40, -227, -208
56626824843375, 38064033761407, 127005107538221 @ 241, 220, 286
247214915404499, 358689213150059, 358184215147919 @ 95, -174, -162
259108789335738, 149635616831395, 447494297571768 @ 34, 138, -157
